Date,Open,High,Low,Close,Volume
2015-03-03,8.07781818182,8.090363636360001,8.06763636364,8.07836363636,5666.20727273
2015-03-04,8.04251012146,8.05384615385,8.03319838057,8.04372469636,3230.73684211
2015-03-05,7.9203319502100005,7.92966804979,7.913485477180001,7.92219917012,3361.83817427
2015-03-09,7.7724,7.7828,7.7582,7.7686,4800.804
2015-03-10,7.6694214876,7.678719008260001,7.659917355369999,7.66797520661,4033.03719008
2015-03-11,7.6165217391299995,7.62847826087,7.608043478260001,7.6197826087000005,2840.72608696
2015-03-12,7.660859728510001,7.66606334842,7.654977375569999,7.66040723982,2053.04977376
2015-03-13,7.540811965810001,7.5497863247899994,7.53098290598,7.539957264960001,4267.25641026
2015-03-16,7.3254940711500005,7.33735177866,7.3162055336,7.328063241110001,3686.74703557
2015-03-17,7.285232067510001,7.2934599156100015,7.27489451477,7.281856540080001,2766.01687764
2015-03-18,7.1616033755299995,7.168776371310001,7.155696202530001,7.16181434599,3338.34177215
2015-03-19,7.160256410260001,7.16512820513,7.1546153846200005,7.15871794872,2322.30769231
2015-03-20,6.92076923077,6.9286538461500005,6.912307692310001,6.91884615385,3777.77307692
2015-03-23,6.719791666669999,6.73055555556,6.707638888890001,6.71909722222,4488.38888889
2015-03-24,6.32597864769,6.34377224199,6.3064056939499995,6.32473309609,5901.44128114
2015-03-25,6.038039867109999,6.053986710959999,6.02109634551,6.032890365449999,4497.78737542
2015-03-26,5.9367003366999995,5.95033670034,5.9139730639699994,5.92424242424,4837.43434343
2015-03-27,5.76275964392,5.7811572700300005,5.737982195850001,5.7528189911,7075.35014837
2015-03-30,5.73996655518,5.75635451505,5.71688963211,5.72759197324,6968.15719064
2015-03-31,5.91032934132,5.931886227540001,5.89296407186,5.90688622754,7798.38922156
2015-04-01,6.09946524064,6.1204545454499995,6.08863636364,6.101871657749999,4260.98663102
2015-04-06,6.63470031546,6.653312302840001,6.620662460569999,6.6380126183,9907.86750789
2015-04-07,7.118706293710001,7.13234265734,7.10314685315,7.11923076923,7575.48251748
2015-04-08,7.184099616860001,7.191954022989999,7.175287356319999,7.1835249042100005,5713.12260536
2015-04-09,7.14476534296,7.1566787003600005,7.132310469310001,7.14350180505,8836.38267148
2015-04-10,7.683939393939999,7.70106060606,7.66121212121,7.676060606060001,12471.351515200002
2015-04-13,7.70171919771,7.720916905439999,7.6723495702,7.691117478510001,19992.9340974
2015-04-15,7.607733333330001,7.63906666667,7.5948,7.6096,11165.738666700001
2015-04-16,7.38576779026,7.397003745319999,7.376217228460001,7.385393258430001,5151.20973783
2015-04-17,7.21875,7.227291666669999,7.209166666669999,7.21916666667,3924.20833333
2015-04-20,6.991860465119999,6.9996124030999995,6.982364341089999,6.98972868217,4143.04651163
2015-04-22,6.91150234742,6.917840375589999,6.904929577460001,6.91079812207,2826.84037559
2015-04-23,6.92740384615,6.932692307689999,6.91875,6.923798076919999,3137.23076923
2015-04-24,6.68739669421,6.69504132231,6.67768595041,6.685743801649999,4506.07438017
2015-04-27,6.487547169809999,6.49830188679,6.47603773585,6.486226415090001,3570.51698113
2015-04-28,6.310389610390001,6.3275974025999995,6.29837662338,6.31444805195,6155.64935065
2015-04-29,6.18875,6.20652777778,6.18291666667,6.198888888890001,4645.81666667
2015-04-30,6.02685950413,6.034917355369999,6.016528925619999,6.026033057849999,6899.67768595
2015-05-04,6.59154302671,6.62121661721,6.5728486646899995,6.597329376849999,31154.792284900002
2015-05-05,6.07475409836,6.08836065574,6.061803278689999,6.07459016393,9647.4557377
2015-05-06,5.86842948718,5.87836538462,5.856570512819999,5.86698717949,9140.58333333
2015-05-07,5.552252252250001,5.56381381381,5.534834834830001,5.54744744745,9964.80780781
2015-05-08,5.36180758017,5.37827988338,5.34271137026,5.36195335277,13894.0466472
2015-05-11,4.88797814208,4.9105191256800005,4.86967213115,4.8922131147500005,19624.3497268
2015-05-12,4.1429144385,4.160561497330001,4.128342245990001,4.14451871658,58215.585561500004
2015-05-13,3.46849315068,3.48136986301,3.4632876712300003,3.4691780821900005,59893.0876712
2015-05-14,3.27513888889,3.29930555556,3.25208333333,3.27180555556,41780.9638889
2015-05-15,2.9491978609599996,2.97152406417,2.93155080214,2.9443850267400005,54008.144385
2015-05-18,2.8771986970700003,2.8993485342,2.87312703583,2.87785016287,47804.589576499995
2015-05-19,2.7057184750700003,2.7167155425200002,2.7011730205299997,2.70513196481,24587.6744868
2015-05-20,2.6001712328799997,2.6010273972599998,2.6,2.6,8286.84246575
2015-05-21,2.5,2.5,2.5,2.5,4285.72857143
2015-05-22,2.4,2.4001792114700002,2.4,2.4,15309.150537600002
2015-05-25,2.3885167464099997,2.39066985646,2.38755980861,2.39043062201,26694.861244
2015-05-26,2.6,2.6,2.6,2.6,3237.48387097
2015-05-27,2.7,2.7,2.7,2.7,3478.45744681
2015-05-28,2.8,2.8,2.7991735537199998,2.8,56428.214876
2015-05-29,2.9,2.9,2.9,2.9,11262.744186
2015-06-01,3.0,3.0,3.0,3.0,3180.97979798
2015-06-02,3.15,3.15,3.15,3.15,2670.91538462
2015-06-03,3.2531716417900003,3.26026119403,3.2453358209,3.25223880597,56426.7574627
2015-06-04,3.439375,3.4453125,3.4265625,3.440625,31188.25625
2015-06-05,3.59929577465,3.6,3.59753521127,3.59929577465,16357.056338
2015-06-08,3.75,3.75,3.75,3.75,1890.40322581
2015-06-09,3.8926751592400004,3.8968152866199994,3.8840764331199997,3.89299363057,84490.6624204
2015-06-10,4.05,4.05,4.05,4.05,2156.28888889
2015-06-11,4.25,4.25,4.24915730337,4.25,17600.073033700002
2015-06-12,4.3685792349699994,4.385792349730001,4.349180327869999,4.36680327869,28442.297814200003
2015-06-15,4.64897959184,4.65,4.64523809524,4.64863945578,7959.96598639
2015-06-16,4.85,4.85,4.84956896552,4.85,10458.379310299999
2015-06-17,5.05,5.05,5.05,5.05,1594.5120000000002
2015-06-18,5.3,5.3,5.3,5.3,1822.48091603
2015-06-19,5.55,5.55,5.55,5.55,2265.59863946
2015-06-22,5.8,5.8,5.8,5.8,1345.17241379
2015-06-23,6.05,6.05,6.05,6.05,2069.71428571
2015-06-24,6.35,6.35,6.35,6.35,1915.7
2015-06-25,6.05276752768,6.053690036900001,6.050922509229999,6.05129151292,32559.003689999998
2015-06-26,5.75,5.75,5.75,5.75,1680.19496855
2015-06-29,5.5,5.5,5.5,5.5,1996.6460177000001
2015-06-30,5.25094936709,5.25189873418,5.25,5.25094936709,43356.73417719999
2015-07-01,5.0,5.0,5.0,5.0,10218.3965517
2015-07-02,4.75,4.75,4.75,4.75,1122.12921348
2015-07-03,4.55,4.55,4.55,4.55,1519.24705882
2015-07-06,4.352988047809999,4.355179282869999,4.350996015940001,4.352191235059999,49521.0996016
2015-08-11,3.85841121495,3.8609813084099995,3.85514018692,3.85841121495,8401.07009346
2015-08-12,3.65029239766,3.6505847953199995,3.65,3.65,3590.52631579
2015-08-13,3.5,3.5008928571399998,3.5,3.5,7305.05357143
2015-08-14,3.3502293577999995,3.35091743119,3.35,3.35,5451.97247706
2015-08-17,3.2,3.2,3.2,3.2,5253.82938389
2015-08-18,3.05,3.05,3.05,3.05,2775.5902439
2015-08-19,2.9,2.9,2.9,2.9,3692.39338235
2015-08-20,2.991,2.99433333333,2.986,2.99166666667,30864.6133333
2015-08-21,3.1170807453400005,3.1211180124199998,3.1099378881999997,3.1170807453400005,21546.614906799998
2015-08-24,3.15652818991,3.1692878338300003,3.1399109792299997,3.15534124629,25740.6053412
2015-08-25,2.96177419355,2.97096774194,2.9517741935500004,2.9625806451599996,10652.5741935
2015-08-26,3.07770833333,3.085,3.07166666667,3.079375,6280.81666667
2015-08-27,3.0568627451,3.06102941176,3.05073529412,3.0544117647099998,4019.67647059
2015-08-28,3.11863207547,3.12358490566,3.1108490566,3.1179245282999997,5431.52358491
2015-08-31,3.1075268817199997,3.1123655913999997,3.1,3.10537634409,7476.52688172
2015-09-01,3.10193236715,3.10483091787,3.1,3.1028985507200004,5471.65700483
2015-09-02,2.98571428571,2.99166666667,2.97857142857,2.9854761904799996,7456.90952381
2015-09-03,3.02335526316,3.02894736842,3.0194078947400005,3.025,5021.78947368
2015-09-04,2.94742063492,2.95238095238,2.9412698412700005,2.94603174603,8279.01190476
2015-09-07,2.91340782123,2.9170391061500003,2.9094972067000002,2.91396648045,7097.36871508
2015-09-08,2.92014563107,2.92281553398,2.91504854369,2.91796116505,4508.56796117
2015-09-09,2.9846733668299996,2.98994974874,2.97814070352,2.9849246231200004,5183.2160804
2015-09-10,2.95,2.9522988505699996,2.94626436782,2.94942528736,5219.76436782
2015-09-11,2.9441176470599997,2.9494117647099998,2.93970588235,2.9455882352900002,2229.71176471
2015-09-14,3.05,3.05,3.05,3.05,658.44
2015-09-15,3.18986928105,3.19509803922,3.18529411765,3.19052287582,17589.1372549
2015-09-16,3.32351190476,3.3264880952399998,3.31577380952,3.32232142857,15430.4761905
2015-09-18,3.2279661016900003,3.2338983050800003,3.2222457627099996,3.22881355932,11691.4279661
2015-09-21,3.0814917127099997,3.0848066298299996,3.07596685083,3.07955801105,2796.03314917
2015-09-22,3.0678571428600003,3.07202380952,3.06458333333,3.06875,3648.75595238
2015-09-23,3.02177419355,3.0247311827999996,3.0182795698900002,3.02150537634,5688.24731183
2015-09-24,3.01826923077,3.0211538461500003,3.01506410256,3.0176282051300003,4409.84615385
2015-09-28,3.02911392405,3.0332278481,3.02658227848,3.0310126582300003,3046.76582278
2015-09-29,3.04111675127,3.0464467005099998,3.03578680203,3.0421319797,12300.3248731
2015-09-30,3.1469273743,3.15167597765,3.14329608939,3.14860335196,21744.508379900002
2015-10-01,3.3481707317100002,3.34969512195,3.34542682927,3.3481707317100002,27657.5
